FECHA_CORTE,DEPARTAMENTO,MUNICIPIO,PRIORIZACION,ZONA,DIFICULTADACCESO,NOMBRE_CENTRO_POBLADO,TIPO_SITIO,TIPO_CONECTIVIDAD,NOMBRE_INSTITUCION_EDUCATIVA,NOMBRE_SEDE_EDUCATIVA,ESTADOS,TIPO_ENERGIA,DETALLE_SITIO,USUARIOS_ACTIVOS_MES,VELOCIDAD_CONEXION_SUBIDA,VELOCIDAD_CONEXION_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,INVERSION,META
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,KM 18 VEREDA BOLARQUI,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RURAL BOSCONIA.,INSTITUCION EDUCATIVA RURAL BOSCONIA SEDE D BOLARQUI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHIPATA,NO APLICA,RURAL,BAJO,VEREDA TIERRA NEGRA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA TIERRA NEGRA,INSTITUCION EDUCATIVA TIERRA NEGRA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CERRITO,NO APLICA,RURAL,MEDIO,VEREDA TULI CERRITO,SEDES EDUCATIVAS,SATELITAL,ESCUELA NORMAL SUPERIOR SADY TOBON CALLE,ESCUELA RURAL TULI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PINCHOTE,AUS,RURAL,BAJO,VEREDA EL BOSQUE,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO PEDRO SANTOS,ESCUELA RURAL EL BOSQUE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHARALA,NO APLICA,RURAL,BAJO,VEREDA MONTEFRIO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,ESCUELA RURAL MONTE FRIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,CR 32 NO 39N-27 KM6 VIA MATANZA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RURAL BOSCONIA.,INSTITUCION EDUCATIVA RURAL BOSCONIA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHIMA,NO APLICA,RURAL,BAJO,VEREDA SAN ANTONIO,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO INMACULADA CONCEPCION,E.R. SAN ANTONIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUAVATA,NO APLICA,RURAL,SIN INFORMACION,VEREDA ESTANCIA DE GONZALEZ,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  TRES ESQUINAS LOS PATIOS,ESCUELA RURAL TRES ESQUINAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA BELLEZA,NO APLICA,RURAL,SIN INFORMACION,VEREDA CACHIPAYAL,SEDES EDUCATIVAS,SATELITAL,COLEGIO  INTEGRADO DON BOSCO,ESCUELA RURAL CACHIPAYAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CALIFORNIA,NO APLICA,RURAL,SIN INFORMACION,VEREDA ANGOSTURAS,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO  SAN ANTONIO,ESCUELA RURAL ANGOSTURAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,MEDIO,LOS GUAMOS,SEDES EDUCATIVAS,SATELITAL,COLEGIO LAS FLORES,ESCUELA RURAL LOS GUAMOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PEÑON,NO APLICA,RURAL,MEDIO,VEREDA TENDIDOS,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO ANTONIO RICAURTE,SEDE ESCUELA RURAL TENDIDOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUAITA,NO APLICA,RURAL,BAJO,VEREDA. BENJAMIN,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO LUCAS CABALLERO,ESCUELA RURAL SANTA RITA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GAMBITA,NO APLICA,RURAL,ALTO,VEREDA LA CARRERA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA LA PALMA,ESCUELA RURAL LA CARRERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MATANZA,NO APLICA,RURAL,BAJO,VEREDA BREMEN,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL PROVINCIAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GALAN,AUS,RURAL,BAJO,VEREDA EL BOQUERON,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO ALFONSO GOMEZ GOMEZ,ESCUELA RURAL EL BOQUERON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN ANDRES,NO APLICA,RURAL,BAJO,PANGOTE,SEDES EDUCATIVAS,SATELITAL,COLEGIO ANTONIO MARIA GUARIN,ESCUELA RURAL PANGOTE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PIEDECUESTA,NO APLICA,RURAL,BAJO,PESCADERO,SEDES EDUCATIVAS,SATELITAL,I.E. LOS CUROS,ESCUELA RURAL PESCADERO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOLAGAVITA,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL CANEY,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA LLANO DE MOLAGAVITA,ESCUELA RURAL  EL LAUREL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LOS SANTOS,NO APLICA,RURAL,BAJO,VEREDA LA LAGUNA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA LAGUNA,INSTITUCION EDUCATIVA  LA LAGUNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,NO APLICA,RURAL,SIN INFORMACION,VEREDA LOS HERNANDEZ,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BADILLO,ESCUELA RURAL CARPINTERO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MATANZA,AUS,RURAL,BAJO,VEREDA SAN CARLOS,SEDES EDUCATIVAS,SATELITAL,COLEGIO   LIZCANO FLOREZ,ESCUELA RURAL SAN CARLOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MACARAVITA,AUS,RURAL,BAJO,VEREDA PAJARITO,SEDES EDUCATIVAS,SATELITAL,COLEGIO JUAN XXIII,ESCUELA RURAL PAJARITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL GUACAMAYO,NO APLICA,RURAL,SIN INFORMACION,VEREDA SANTA RITA ANTIGUA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO AGROPECUARIO SANTA RITA,ESCUELA RURAL SANTA RITA ANTIGUA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA BELLEZA,NO APLICA,RURAL,BAJO,LA QUITAY,SEDES EDUCATIVAS,SATELITAL,COLEGIO  JOSE ANTONIO BELTRAN,COLEGIO  JOSE ANTONIO BELTRAN,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO PARRA,NO APLICA,RURAL,MEDIO,CORREGIMIENTO LAS MONTOYAS,SEDES EDUCATIVAS,SATELITAL,COLEGIO  LAS MONTOYAS,COLEGIO  LAS MONTOYAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,FLORIAN,NO APLICA,RURAL,MEDIO,VEREDA TISQUIZOQUE,SEDES EDUCATIVAS,SATELITAL,I.E. SANTA HELENA,ESCUELA RURAL VIANI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GAMBITA,NO APLICA,RURAL,ALTO,CORREGIMIENTO LA PALMA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA LA PALMA,INSTITUCION EDUCATIVA LA PALMA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOAQUIN,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN JOSE,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN MIGUEL,ESCUELA RURAL SAN JOSE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SURATA,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN FRANCISCO,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO CAMACHO CARRE¿O,ESCUELA RURAL SAN FRANCISCO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,FLORIDABLANCA,AUS,RURAL,BAJO,VALLE DE RUITOQUE,SEDES EDUCATIVAS,SATELITAL,COLEGIO ECOLOGICO DE FLORIDABLANCA,INSTITUTO VALLE DE RUITOQUE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SABANA DE TORRES,NO APLICA,RURAL,SIN INFORMACION,VEREDA PUERTO LIMON.,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO DE SABANA DE TORRES I.T.E.S.,ESCUELA RURAL  PUERTO LIMON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,OIBA,NO APLICA,RURAL,SIN INFORMACION,VEREDA PEDREGAL,SEDES EDUCATIVAS,SATELITAL,I.E.  SAN PEDRO,ESCUELA RURAL PEDREGAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUCRE,NO APLICA,RURAL,BAJO,VEREDA CUCHINA SEGUNDA,SEDES EDUCATIVAS,SATELITAL,COLEGIO SERGIO ARIZA,ESCUELA RURAL CAMILO TORRES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ARATOCA,NO APLICA,RURAL,BAJO,VEREDA SAN ANTONIO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL PORTICO,ESCUELA RURAL SAN ANTONIO ALTO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA LA COLORADA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA COLORADA,CENTRO EDUCATIVO  LA COLORADA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,AUS,RURAL,BAJO,LOS LAURELES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA LOS LAURELES,ESCA RUR LOS LAURELES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,CAMPO SECO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA VILLANUEVA,INSTITUCION EDUCATIVA VILLANUEVA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,AUS,RURAL,BAJO,PATURIA,SEDES EDUCATIVAS,SATELITAL,I.E.  SAN PEDRO CLAVER KM. 16,I.E.  SAN PEDRO CLAVER KM. 16 - SEDE PRICIPAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,MEDIO,SAN PEDRO,SEDES EDUCATIVAS,SATELITAL,COLEGIO MIRALINDO,SAN PEDRO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA PRIMAVERA ALTO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  GUAMALES,ESCUELA RURAL CINCO MIL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHARTA,NO APLICA,RURAL,BAJO,VEREDA LA PLAYA,SEDES EDUCATIVAS,SATELITAL,INSTITUTO AGRICOLA,INSTITUTO AGRICOLA DE CHARTA SEDE P ALIÑADERO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BOLIVAR,AUS,RURAL,BAJO,VEREDA BOQUERON,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO SIMON BOLIVAR,ESCUELA RURAL  BOQUERON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VDA. EL CRUCE DE SANTA ROSA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PEÑON,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL CARRETERO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RIO BLANCO,ESCUELA RURAL EL CARRETERO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,FLORIDABLANCA,NO APLICA,RURAL,BAJO,VEREDA VERICUTE,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO MICROEMPRESARIAL EL CARMEN,INSTITUTO VERICUTE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PEÑON,NO APLICA,RURAL,BAJO,CRUCES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RIO BLANCO,INSTITUCION EDUCATIVA RIO BLANCO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MACARAVITA,AUS,RURAL,BAJO,LA HUERTA,SEDES EDUCATIVAS,SATELITAL,COLEGIO JUAN XXIII,ESCUELA RURAL HUERTAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOGOTES,NO APLICA,RURAL,BAJO,VEREDA CABECERA,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO EL OASIS,ESCUELA RURAL CABECERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA CHANCHON,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL RUBI,ESCUELA RURAL LA FLORESTA DE CHANCHON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ALBANIA,AUS,RURAL,BAJO,CORREGIMIENTO EL HATILLO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO INTEGRADO DE COMERCIO EL HATILLO,INSTITUTO INTEGRADO DE COMERCIO EL HATILLO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUAVATA,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN ROQUE DE PICACHO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  TRES ESQUINAS LOS PATIOS,ESCUELA RURAL SAN ROQUE DE PICACHO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHIMA,NO APLICA,RURAL,MEDIO,EL OPON,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO INMACULADA CONCEPCION,EL OPON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUAVATA,NO APLICA,RURAL,SIN INFORMACION,VEREDA PUENTES Y NARANJOS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  TRES ESQUINAS LOS PATIOS,ESCUELA RURAL PUENTES Y NARANJOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SOCORRO,NO APLICA,RURAL,MEDIO,VEREDA MORROS,SEDES EDUCATIVAS,SATELITAL,COLEGIO ALBERTO SANTOS BUITRAGO,COLEGIO ALBERTO SANTOS BUITRAGO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN ANDRES,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA POPA,SEDES EDUCATIVAS,SATELITAL,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,ESCUELA RURAL EL PIRE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,FINCA LOS SITIOS SECT LA TORRE EL PABLON,SEDES EDUCATIVAS,SATELITAL,CENT EDUC RURAL EL PAULON,CENT EDUC RURAL EL PAULON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOAQUIN,NO APLICA,RURAL,MEDIO,SAN MIGUEL,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN MIGUEL,INSTITUCION EDUCATIVA SAN MIGUEL SEDE A,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SIMACOTA,NO APLICA,RURAL,MEDIO,VEREDA SANTA ANA DE FLORES,SEDES EDUCATIVAS,SATELITAL,COLEGIO  SANTA ANA DE FLORES,COLEGIO  SANTA ANA DE FLORES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,JESUS MARIA,NO APLICA,RURAL,SIN INFORMACION,VEREDA ALTO GRANDE,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO  AGUA FRIA,ESCUELA RURAL ALTO GRANDE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA CAMPO HERMOSO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  PALMIRA,ESCUELA RURAL EL NARANJO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN GIL,NO APLICA,RURAL,MUY ALTO,VEREDA VERSALLES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA VERSALLES,INSTITUCION EDUCATIVA VERSALLES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CONCEPCION,NO APLICA,RURAL,MEDIO,VEREDA CARABOBO,SEDES EDUCATIVAS,SATELITAL,COLEGIO NUESTRA SEÑORA DE LA CONCEPCION,ESCUELA RURAL ALTO CHAMACA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,OCAMONTE,NO APLICA,RURAL,SIN INFORMACION,VEREDA PUENTES,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO SAN JOSE,ESCUELA RURAL PUENTES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ARATOCA,NO APLICA,RURAL,BAJO,VEREDA CLAVELLINAS- SECTOR CORREGIDOR,SEDES EDUCATIVAS,SATELITAL,I.E. CLAVELLINAS,ESCUELA RURAL CORREGIDOR,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,NO APLICA,RURAL,ALTO,LISBOA,SEDES EDUCATIVAS,SATELITAL,COLEGIO  PORTUGAL,COLEGIO PORTUGAL SEDE H LISBOA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHIPATA,NO APLICA,RURAL,SIN INFORMACION,SITIO PUENTE GRANDE,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO AGROPECUARIO AGATA,ESCUELA RURAL PUENTE GRANDE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VELEZ,AUS,RURAL,BAJO,VEREDA LOMALTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LOMALTA,INSTITUCION EDUCATIVA  LOMALTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MALAGA,NO APLICA,RURAL,BAJO,VEREDA BARZAL,SEDES EDUCATIVAS,SATELITAL,INSTITUTO POLITECNICO MONSE¿OR MANUEL SORZANO GONZALEZ,ESCUELA RURAL EL BARZAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,AUS,RURAL,BAJO,EL CENTENARIO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL CENTENARIO,INSTITUCION EDUCATIVA  EL CENTENARIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,NO APLICA,RURAL,BAJO,VEREDA CAMPO 23,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PUEBLO REGAO,ESC RUR CAMPO 23,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SOCORRO,NO APLICA,RURAL,BAJO,VEREDA VERDIN,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO VERDIN,ESCUELA RURAL CHANCHON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VELEZ,NO APLICA,RURAL,BAJO,VEREDA EL GAITAL,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA EL GAITAL,INSTITUCION EDUCATIVA EL GAITAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PLAYON,NO APLICA,RURAL,SIN INFORMACION,CORREGIMIENTO EL FILO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SAN IGNACIO,ESCUELA RURAL EL FILO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SURATA,AUS,RURAL,BAJO,CORREGIMIENTO CACHIRI,SEDES EDUCATIVAS,SATELITAL,INSTITUTO SAN ISIDRO DE CACHIRI,INSTITUTO SAN ISIDRO DE CACHIRI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SANTA HELENA DEL OPON,NO APLICA,RURAL,MEDIO,LA CANDELARIA,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO AGROPECUARIO,LA CANDELARIA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA BELLEZA,AUS,RURAL,BAJO,EL RUBI,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL RUBI,INSTITUCION EDUCATIVA  EL RUBI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,AUS,RURAL,BAJO,VEREDA EL TOBOSO,SEDES EDUCATIVAS,SATELITAL,COLEGIO  SAN LUIS GONZAGA,ESCUELA RURAL EL TOBOSO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
