FECHA_CORTE,DEPARTAMENTO,MUNICIPIO,PRIORIZACION,ZONA,DIFICULTADACCESO,NOMBRE_CENTRO_POBLADO,TIPO_SITIO,TIPO_CONECTIVIDAD,NOMBRE_INSTITUCION_EDUCATIVA,NOMBRE_SEDE_EDUCATIVA,ESTADOS,TIPO_ENERGIA,DETALLE_SITIO,USUARIOS_ACTIVOS_MES,VELOCIDAD_CONEXION_SUBIDA,VELOCIDAD_CONEXION_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,INVERSION,META
2020-07-31,SANTANDER,PIEDECUESTA,AUS,RURAL,BAJO,VEREDA CRISTALES,SEDES EDUCATIVAS,SATELITAL,INSTITUTO DEL ORIENTE,ESCUELA RURAL CRISTALES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA SAN TROPEL,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATVO  PUERTO ZAMBITO,ESCUELA RURAL SAN TROPEL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,OIBA,NO APLICA,RURAL,MEDIO,LOMA DE HOYOS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA EDUARDO RUEDA BARRERA,ESCUELA RURAL LOMA DE HOYOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA SAN BERNARDO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA   PUERTO OLAYA,ESCUELA RURAL SAN BERNARDO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ONZAGA,NO APLICA,RURAL,MEDIO,VEREDA VEGAS DE PADUA,SEDES EDUCATIVAS,SATELITAL,I.E. SANTA CRUZ,ESCUELA RURAL JOSE ANTONINO GALAN SEDE 8,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,NO APLICA,RURAL,BAJO,MESETA SAN RAFAEL,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO RURAL MESETA SAN RAFAEL,CENTRO EDUCATIVO RURAL MESETA SAN RAFAEL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,COROMORO,NO APLICA,RURAL,MEDIO,VEREDA HATILLO BAJO,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO RAFAEL LEON AMAYA,ESCUELA RURAL ANTONIA SANTOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CARCASI,NO APLICA,RURAL,MEDIO,AGUA TENDIDA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  AGUATENDIDA,INSTITUCION EDUCATIVA AGUATENDIDA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUACA,AUS,RURAL,BAJO,BARAYA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BARAYA,INSTITUCION EDUCATIVA  BARAYA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUADALUPE,AUS,RURAL,BAJO,VEREDA QUITASOL,SEDES EDUCATIVAS,SATELITAL,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,ESCUELA RURAL QUITASOL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,AUS,RURAL,BAJO,VDA. REGADILLO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  GUANE,ESCUELA RURAL EL UVO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BOLIVAR,AUS,RURAL,BAJO,SANTA ROSA,SEDES EDUCATIVAS,SATELITAL,INSTITUTO  AGROPECUARIO SANTA ROSA,INSTITUTO  AGROPECUARIO SANTA ROSA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,NO APLICA,RURAL,BAJO,VEREDA CAMPO DURO,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO,ESCUELA RURAL CAMPO DURO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CAPITANEJO,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL PLATANAL,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LOS MOLINOS,CENTRO EDUCATIVO  EL PLATANAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,NO APLICA,RURAL,BAJO,VEREDA QUINAL ALTO,SEDES EDUCATIVAS,SATELITAL,COLEGIO  SAN LUIS GONZAGA,ESCUELA RURAL LAS NIEVES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,NO APLICA,RURAL,BAJO,LA EXPLANACION,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL CENTENARIO,ESCUELA RURAL LA PIRAGUA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN GIL,NO APLICA,RURAL,MUY ALTO,"VDA, SANTA BARBARA",SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA VERSALLES,E.R. SANTA BARBARA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOSE DE MIRANDA,AUS,RURAL,BAJO,VEREDA CUCHARITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  CABRERITA,ESCUELA RURAL CUCHARITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,AUS,RURAL,BAJO,RANCHO GRANDE II,SEDES EDUCATIVAS,SATELITAL,COLEGIO  SAN LUIS GONZAGA,ESCUELA RURAL RANCHO GRANDE II,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,NO APLICA,RURAL,BAJO,CORREGIMIENTO LA RENTA,SEDES EDUCATIVAS,SATELITAL,COLEGIO  PORTUGAL,ESCUELA RURAL LA RENTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOGOTES,AUS,RURAL,BAJO,VEREDA GUAURE,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA GUAURE,INSTITUCION EDUCATIVA GUAURE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,NO APLICA,RURAL,SIN INFORMACION,VEREDA TABLA ROJA,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO RURAL MESETA SAN RAFAEL,ESCUELA RURAL LA SIBERIA,EN PLANEACION,SIN INFORMACION,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUADALUPE,NO APLICA,RURAL,SIN INFORMACION,VEREDA SABANETA,SEDES EDUCATIVAS,SATELITAL,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,ESCUELA RURAL LA ROSITA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,NO APLICA,RURAL,SIN INFORMACION,CORREGIMIENTO ALBANIA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA MIRADORES DE LLANA CALIENTE,CENTRO EDUCATIVO  LA ALBANIA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SIMACOTA,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA COLORADA,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO EL GUAYABAL,ESCUELA RURAL LA COLORADA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PLAYON,NO APLICA,RURAL,BAJO,LAS ROCAS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SAN IGNACIO,ESCUELA RURAL LAS ROCAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA LA TERRAZA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LOS GUAYABALES,CENTRO EDUCATIVO  LOS GUAYABALES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ZAPATOCA,NO APLICA,RURAL,BAJO,CORREGIMIENTO LA FUENTE,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO SANTO TOMAS,ESCUELA RURAL LA FUENTE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PLAYON,NO APLICA,RURAL,SIN INFORMACION,VEREDA CACHIRICITO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,ESCUELA RURAL CACHIRICITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOSE DE MIRANDA,NO APLICA,RURAL,MEDIO,LUCUGUTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA EL ESPINAL,ESCUELA RURAL NUESTRA SEÑORA DE LOS REMEDIOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MATANZA,AUS,RURAL,BAJO,VEREDA VEGA GRANDE,SEDES EDUCATIVAS,SATELITAL,COLEGIO   LIZCANO FLOREZ,COLEGIO   LIZCANO FLOREZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHIMA,NO APLICA,RURAL,MEDIO,VEREDA SABANETA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO INMACULADA CONCEPCION,SEDE SABANETA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA SAN JUAN,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA   PUERTO OLAYA,ESCUELA RURAL SAN JUAN DE LA CARRETERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GsEPSA,NO APLICA,RURAL,MEDIO,VEREDA SAN ISIDRO,SEDES EDUCATIVAS,SATELITAL,COLEGIO SANTO DOMINGO SAVIO,ESCUELA RURAL SAN ISIDRO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PEÑON,NO APLICA,RURAL,SIN INFORMACION,EL GODO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RIO BLANCO,ESCUELA RURAL EL GODO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PIEDECUESTA,NO APLICA,RURAL,SIN INFORMACION,VEREDA MENSULI CHIQUITO,SEDES EDUCATIVAS,SATELITAL,I.E. FALTRIQUERA,ESCUELA RURAL MENSULI CHIQUITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VELEZ,NO APLICA,RURAL,BAJO,ALTO JORDAN,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA CAÑO BONITO,INSTITUCION EDUCATIVA CAÑO BONITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,AGUADA,NO APLICA,RURAL,MEDIO,SAN ISIDRO,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO ROEL Y VELASCO,ESCUELA SAN ISIDRO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,RIONEGRO,AUS,RURAL,BAJO,VEREDA HONDURAS CAÑA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA CAÑA BRAVA,INSTITUCION EDUCATIVA CAÑA BRAVA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,OIBA,NO APLICA,RURAL,MEDIO,VEREDA GUAYABITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA EDUARDO RUEDA BARRERA,INSTITUCION EDUCATIVA EDUARDO RUEDA BARRERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,AUS,RURAL,BAJO,CORREGIMIENTO PRADILLA,SEDES EDUCATIVAS,SATELITAL,I.E.  SAN PEDRO CLAVER KM. 16,ESCUELA RURAL LA CRISTALINA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,FLORIAN,NO APLICA,RURAL,MEDIO,VEREDA LEONES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LEONES,INSTITUCION EDUCATIVA  LEONES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,NO APLICA,RURAL,BAJO,VEREDA GUAYABAL,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PARAMITO,ESCUELA RURAL GUAYABAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SANTA BARBARA,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL TOPE,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO AGRICOLA RAFAEL ORTIZ GONZALEZ,ESCUELA RURAL  EL TOPE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA PAZ,AUS,RURAL,BAJO,VEREDA TROCHAS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION  EDUCATIVA  TROCHAS,CENTRO EDUCATIVO TROCHAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MATANZA,NO APLICA,RURAL,BAJO,SANTA CRUZ DE LA COLINA,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PARAMO,NO APLICA,RURAL,ALTO,VEREDA PALMARITO,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO PEDREGAL,ESCUELA RURAL PALMARITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,NO APLICA,RURAL,MEDIO,VEREDA EL DIVISO DE CIRALES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  CIRALES,"ESCUELA EL LIMON, SEDE C",EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOGOTES,AUS,RURAL,BAJO,VEREDA EL HOYO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA RURAL EL HOYO,INSTITUCION EDUCATIVA RURAL EL HOYO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,NO APLICA,RURAL,SIN INFORMACION,CORREGIMIENTO COMUNEROS,SEDES EDUCATIVAS,SATELITAL,I.E.  SAN PEDRO CLAVER KM. 16,ESCUELA RURAL JOSE ANTONIO GALAN,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA SAN JOSE DE LA CARRILERA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA   PUERTO OLAYA,ESCUELA RURAL ESTACION SAN JUAN,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUACA,AUS,RURAL,BAJO,VEREDA NUCUBUCA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BARAYA,ESCUELA RURAL NUCUBUCA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUENTE NACIONAL,NO APLICA,RURAL,MEDIO,VEREDA PARAMO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PEÑA BLANCA,COLEGIO PEÑA BLANCA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,CASERIO SAN PEDRO DE LA PAZ,SEDES EDUCATIVAS,SATELITAL,COLEGIO AGROPECUARIO  TIERRA ADENTRO,ESCUELA RURAL SAN PEDRO  DE LA PAZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN PEDRO ALTO,SEDES EDUCATIVAS,SATELITAL,IE RURAL VIJAGUAL,IE RURAL VIJAGUAL SEDE F,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOSE DE MIRANDA,AUS,RURAL,BAJO,VEREDA MORALITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  CABRERITA,INSTITUCION EDUCATIVA  CABRERITA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VILLANUEVA,NO APLICA,RURAL,SIN INFORMACION,VEREDA MACAREGUA RINCON,SEDES EDUCATIVAS,SATELITAL,COLEGIO ELISEO PINILLA RUEDA,ESCUELA RURAL MACAREGUA RINCON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MACARAVITA,AUS,RURAL,BAJO,ILARCUTA - TIENDA NUEVA,SEDES EDUCATIVAS,SATELITAL,COLEGIO JUAN XXIII,ESCUELA RURAL BUENAVISTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN GIL,NO APLICA,RURAL,MUY ALTO,VEREDA SAN JOSE DE M,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA VERSALLES,ESCUELA RURAL SAN JOSE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,AUS,RURAL,BAJO,LA FORTUNA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA AGROPECUARIO LA FORTUNA,COLEGIO AGROPECUARIO LA FORTUNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO PARRA,NO APLICA,RURAL,MEDIO,CAMPO CAPOTE,SEDES EDUCATIVAS,SATELITAL,COLEGIO ALFONSO LOPEZ,COLEGIO ALFONSO LOPEZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA PALMAS DEL GUAYABITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LOS GUAYABALES,ESCUELA RURAL PALMAS DEL GUAYABITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VDA. LA PRIMAVERA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SAN JOSE,CENTRO EDUCATIVO  PRIMAVERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOGOTES,NO APLICA,RURAL,MEDIO,VEREDA FELIZCO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA CAUCHOS,ESCUELA RURAL FELIZCO PUENTE TIERRA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ZAPATOCA,NO APLICA,RURAL,SIN INFORMACION,VEREDA PALO BLANCO BAJO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  PALO BLANCO,INSTITUCION EDUCATIVA  PALO BLANCO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,NO APLICA,RURAL,BAJO,VEREDA LA LAGUNA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO NUESTRA SE¿ORA DE LAS MERCEDES,ESCUELA RURAL LA LAGUNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHARTA,NO APLICA,RURAL,MEDIO,VEREDA EL ROBLE,SEDES EDUCATIVAS,SATELITAL,INSTITUTO AGRICOLA,ESCUELA RURAL EL ROBLE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN IGNACIO,SEDES EDUCATIVAS,SATELITAL,IE RURAL VIJAGUAL,IE RURAL VIJAGUAL SEDE E,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,RIONEGRO,AUS,RURAL,BAJO,VEREDA SAN JOSE DE AREVALO,SEDES EDUCATIVAS,SATELITAL,COLEGIO  LLANO DE PALMAS,ESCUELA RURAL SAN JOSE DE AREVALO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUCRE,NO APLICA,RURAL,BAJO,VEREDA ARALES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA ARALES,CENTRO EDUCATIVO ARALES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,NO APLICA,RURAL,BAJO,VEREDA PARAMITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PARAMITO,INSTITUCION EDUCATIVA PARAMITO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LOS SANTOS,NO APLICA,RURAL,BAJO,VEREDA LAS DELICIAS,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO  LOS SANTOS,ESCUELA RURAL LAS DELICIAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,RIONEGRO,AUS,RURAL,BAJO,VEREDA EL DIAMANTE,SEDES EDUCATIVAS,SATELITAL,COLEGIO  LLANO DE PALMAS,ESCUELA RURAL EL DIAMANTE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,TONA,AUS,RURAL,BAJO,VEREDA PALMAS,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO RAFAEL URIBE URIBE,ESCUELA RURAL PALMAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MATANZA,AUS,RURAL,BAJO,VEREDA LA CAPILLA,SEDES EDUCATIVAS,SATELITAL,COLEGIO   LIZCANO FLOREZ,ESCUELA RURAL LA CAPILLA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO PARRA,NO APLICA,RURAL,MEDIO,EL CRUCE,SEDES EDUCATIVAS,SATELITAL,COLEGIO  LAS MONTOYAS,ESCUELA RURAL EL CRUCE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GIRON,NO APLICA,RURAL,SIN INFORMACION,ACAPULCO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO MIGUEL SANCHEZ HINESTROZA,INSTITUTO MIGUEL SANCHEZ HINESTROZA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL GUACAMAYO,NO APLICA,RURAL,MEDIO,SANTA RITA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO AGROPECUARIO SANTA RITA,ESCUELA SANTA RITA CENTRO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
